,energy (eV),x,y,z
0,0.0,0.29019,0.359311,0.274034
1,0.00045352326886333335,0.29019,0.359311,0.274034
2,0.0009070465377266667,0.282,0.369089,0.273901
3,0.00136056980659,0.276205,0.358487,0.265302
4,0.0018140930754533334,0.277105,0.34099,0.257422
5,0.002267616344316667,0.279278,0.333258,0.25461
6,0.00272113961318,0.282543,0.332464,0.254864
7,0.0031746628820433333,0.28662,0.334413,0.256652
8,0.0036281861509066668,0.291381,0.334258,0.258875
9,0.00408170941977,0.296711,0.330374,0.26094
10,0.004535232688633334,0.302243,0.324987,0.26271
11,0.004988755957496667,0.307804,0.321466,0.264506
12,0.00544227922636,0.313691,0.3206,0.266366
13,0.005895802495223333,0.319731,0.320774,0.266642
14,0.006349325764086667,0.326864,0.322023,0.265886
15,0.00680284903295,0.338633,0.326811,0.268696
16,0.0072563723018133335,0.361635,0.337939,0.277973
17,0.007709895570676667,0.383836,0.34972,0.287917
18,0.00816341883954,0.389381,0.354051,0.292144
19,0.008616942108403334,0.389894,0.353713,0.294286
20,0.009070465377266667,0.395992,0.35436,0.298426
21,0.00952398864613,0.4094,0.359122,0.306591
22,0.009977511914993334,0.431539,0.368534,0.321692
23,0.010431035183856668,0.456065,0.377788,0.338542
24,0.01088455845272,0.477807,0.382643,0.35111
25,0.011338081721583333,0.497158,0.383671,0.360678
26,0.011791604990446666,0.510299,0.382746,0.36732
27,0.01224512825931,0.518319,0.383989,0.372278
28,0.012698651528173333,0.527089,0.390166,0.378248
29,0.013152174797036667,0.536334,0.399688,0.38516
30,0.0136056980659,0.544613,0.410807,0.392281
31,0.014059221334763334,0.55262,0.423127,0.399533
32,0.014512744603626667,0.561082,0.436284,0.406797
33,0.01496626787249,0.567095,0.448478,0.412581
34,0.015419791141353334,0.569994,0.458724,0.418258
35,0.015873314410216666,0.578142,0.469766,0.438139
36,0.01632683767908,0.59476,0.485512,0.470939
37,0.016780360947943333,0.615981,0.509385,0.49051
38,0.017233884216806668,0.639701,0.541298,0.499137
39,0.01768740748567,0.643964,0.563679,0.502454
40,0.018140930754533335,0.615042,0.560047,0.493483
41,0.018594454023396666,0.573746,0.541302,0.477601
42,0.01904797729226,0.536517,0.521946,0.460396
43,0.019501500561123333,0.510175,0.509605,0.448442
44,0.01995502382998667,0.503017,0.521087,0.445397
45,0.02040854709885,0.518694,0.564994,0.451505
46,0.020862070367713335,0.538808,0.600273,0.458346
47,0.021315593636576667,0.548668,0.60698,0.459892
48,0.02176911690544,0.546345,0.601207,0.457813
49,0.022222640174303334,0.530064,0.585655,0.4526
50,0.022676163443166666,0.516579,0.576531,0.449729
51,0.02312968671203,0.519364,0.583495,0.453367
52,0.023583209980893333,0.536897,0.59724,0.461962
53,0.024036733249756668,0.565052,0.613073,0.473544
54,0.02449025651862,0.588357,0.625266,0.484644
55,0.024943779787483335,0.606312,0.635506,0.495199
56,0.025397303056346666,0.621065,0.633808,0.502011
57,0.02585082632521,0.603517,0.610025,0.499754
58,0.026304349594073333,0.573978,0.588891,0.496891
59,0.02675787286293667,0.564141,0.579144,0.496411
60,0.0272113961318,0.562764,0.573479,0.494671
61,0.027664919400663335,0.565497,0.572012,0.494162
62,0.028118442669526667,0.566215,0.57273,0.494996
63,0.028571965938390002,0.559269,0.571123,0.494632
64,0.029025489207253334,0.55088,0.567577,0.492791
65,0.029479012476116666,0.547321,0.563676,0.490093
66,0.02993253574498,0.543216,0.555183,0.483526
67,0.030386059013843333,0.539163,0.546043,0.477034
68,0.030839582282706668,0.544149,0.547611,0.479819
69,0.03129310555157,0.557104,0.557727,0.489747
70,0.03174662882043333,0.573493,0.569569,0.501037
71,0.03220015208929667,0.594769,0.583764,0.514022
72,0.03265367535816,0.623783,0.603356,0.531725
73,0.03310719862702333,0.654749,0.622566,0.550902
74,0.033560721895886665,0.6651,0.62121,0.555368
75,0.034014245164750004,0.656942,0.602172,0.547255
76,0.034467768433613336,0.65973,0.59517,0.552721
77,0.03492129170247667,0.662026,0.593474,0.55977
78,0.03537481497134,0.635269,0.571285,0.537024
79,0.03582833824020334,0.609653,0.550066,0.514644
80,0.03628186150906667,0.603629,0.543384,0.511674
81,0.03673538477793,0.597589,0.536276,0.508655
82,0.03718890804679333,0.592106,0.53148,0.507413
83,0.037642431315656665,0.589367,0.530092,0.508525
84,0.03809595458452,0.591386,0.536396,0.514455
85,0.038549477853383335,0.588124,0.534933,0.514662
86,0.03900300112224667,0.573342,0.514808,0.501948
87,0.03945652439111,0.561499,0.500807,0.493945
88,0.03991004765997334,0.55789,0.500366,0.495805
89,0.04036357092883667,0.558586,0.506036,0.502096
90,0.0408170941977,0.561155,0.512771,0.509373
91,0.04127061746656333,0.563528,0.517271,0.515397
92,0.04172414073542667,0.56411,0.518938,0.519346
93,0.04217766400429,0.562143,0.517278,0.520582
94,0.042631187273153334,0.558028,0.512624,0.519292
95,0.043084710542016666,0.552979,0.506623,0.516606
96,0.04353823381088,0.549339,0.502548,0.51514
97,0.043991757079743336,0.546902,0.500738,0.515034
98,0.04444528034860667,0.543829,0.499442,0.51461
99,0.04489880361747,0.540719,0.498458,0.514084
100,0.04535232688633333,0.538468,0.497175,0.513937
101,0.04580585015519667,0.535329,0.494246,0.513126
102,0.04625937342406,0.528714,0.488203,0.509919
103,0.046712896692923334,0.522215,0.481825,0.506841
104,0.047166419961786665,0.520666,0.478738,0.507279
105,0.047619943230650004,0.522342,0.477966,0.510147
106,0.048073466499513336,0.524821,0.47798,0.513758
107,0.04852698976837667,0.527557,0.477889,0.517325
108,0.04898051303724,0.530009,0.476793,0.520091
109,0.04943403630610334,0.531936,0.474734,0.521918
110,0.04988755957496667,0.533135,0.471904,0.52277
111,0.05034108284383,0.5336,0.468434,0.522741
112,0.05079460611269333,0.533544,0.464542,0.522099
113,0.051248129381556665,0.533056,0.460238,0.520974
114,0.05170165265042,0.531806,0.455088,0.519068
115,0.052155175919283335,0.529134,0.448323,0.5158
116,0.05260869918814667,0.52447,0.439624,0.510865
117,0.05306222245701,0.518603,0.430245,0.505143
118,0.05351574572587334,0.512697,0.421508,0.499675
119,0.05396926899473667,0.507092,0.413701,0.494759
120,0.0544227922636,0.502051,0.406989,0.490643
121,0.05487631553246333,0.497687,0.401477,0.487432
122,0.05532983880132667,0.493983,0.39716,0.485077
123,0.05578336207019,0.490937,0.39401,0.483534
124,0.056236885339053334,0.48855,0.391997,0.482789
125,0.056690408607916666,0.486626,0.390835,0.482643
126,0.057143931876780005,0.484736,0.390056,0.482722
127,0.057597455145643336,0.482638,0.389189,0.482675
128,0.05805097841450667,0.480626,0.388299,0.482694
129,0.05850450168337,0.47919,0.38796,0.483373
130,0.05895802495223333,0.478496,0.388354,0.484893
131,0.05941154822109667,0.478194,0.388975,0.486798
132,0.05986507148996,0.477851,0.389201,0.488551
133,0.060318594758823334,0.477364,0.38885,0.490006
134,0.060772118027686665,0.476822,0.387972,0.491249
135,0.061225641296550004,0.476295,0.386697,0.492376
136,0.061679164565413336,0.47569,0.385074,0.493323
137,0.06213268783427667,0.475103,0.383455,0.494276
138,0.06258621110314,0.473386,0.379877,0.493595
139,0.06303973437200333,0.470801,0.374234,0.49134
140,0.06349325764086666,0.470342,0.37121,0.491461
141,0.06394678090973001,0.473212,0.371765,0.495083
142,0.06440030417859334,0.478577,0.373695,0.500589
143,0.06485382744745667,0.484506,0.375591,0.506225
144,0.06530735071632,0.489665,0.376793,0.510949
145,0.06576087398518334,0.493731,0.376897,0.514221
146,0.06621439725404667,0.496389,0.375398,0.515547
147,0.06666792052291,0.497613,0.372213,0.514914
148,0.06712144379177333,0.497107,0.367233,0.512193
149,0.06757496706063666,0.494283,0.360346,0.507189
150,0.06802849032950001,0.488836,0.351624,0.500008
151,0.06848201359836334,0.480767,0.341733,0.491288
152,0.06893553686722667,0.470198,0.331542,0.481721
153,0.06938906013609,0.458635,0.321913,0.472445
154,0.06984258340495333,0.44802,0.313117,0.464243
155,0.07029610667381667,0.43663,0.303573,0.455317
156,0.07074962994268,0.423311,0.292846,0.444784
157,0.07120315321154333,0.409145,0.281781,0.433383
158,0.07165667648040668,0.3941,0.270378,0.421079
159,0.07211019974927001,0.380481,0.259302,0.410844
160,0.07256372301813334,0.384827,0.253983,0.42127
161,0.07301724628699667,0.393523,0.250271,0.435453
162,0.07347076955586,0.382704,0.240156,0.426599
163,0.07392429282472333,0.364761,0.227693,0.409697
164,0.07437781609358667,0.348521,0.216176,0.394386
165,0.07483133936245,0.335036,0.205989,0.381589
166,0.07528486263131333,0.324957,0.197378,0.371863
167,0.07573838590017667,0.317371,0.190126,0.364574
168,0.07619190916904,0.310026,0.183659,0.358121
169,0.07664543243790334,0.301449,0.17734,0.351258
170,0.07709895570676667,0.291116,0.170735,0.343178
171,0.07755247897563,0.278757,0.163794,0.3335
172,0.07800600224449333,0.264866,0.156739,0.322634
173,0.07845952551335666,0.252065,0.150632,0.312791
174,0.07891304878222,0.243145,0.146666,0.306398
175,0.07936657205108334,0.238259,0.144953,0.303573
176,0.07982009531994667,0.23526,0.144664,0.302679
177,0.08027361858881,0.231728,0.144741,0.301895
178,0.08072714185767334,0.226913,0.144742,0.300594
179,0.08118066512653667,0.220811,0.144627,0.298743
180,0.0816341883954,0.214643,0.144688,0.297029
181,0.08208771166426333,0.210743,0.145492,0.296783
182,0.08254123493312666,0.209602,0.147133,0.298457
183,0.08299475820199,0.20996,0.149223,0.301661
184,0.08344828147085334,0.210885,0.151479,0.305749
185,0.08390180473971667,0.211699,0.153727,0.309735
186,0.08435532800858,0.21206,0.155884,0.313096
187,0.08480885127744334,0.212083,0.157938,0.315978
188,0.08526237454630667,0.211958,0.159889,0.318633
189,0.08571589781517,0.211759,0.161739,0.321162
190,0.08616942108403333,0.211488,0.163495,0.323573
191,0.08662294435289666,0.211169,0.1652,0.325926
192,0.08707646762176,0.210831,0.166916,0.328309
193,0.08752999089062334,0.21054,0.168687,0.330827
194,0.08798351415948667,0.210472,0.170596,0.333738
195,0.08843703742835,0.210808,0.172793,0.337393
196,0.08889056069721334,0.211533,0.175342,0.341861
197,0.08934408396607667,0.212479,0.178096,0.346853
198,0.08979760723494,0.213214,0.180182,0.351452
199,0.09025113050380333,0.213086,0.180118,0.354236
200,0.09070465377266666,0.211774,0.177149,0.354491
201,0.09115817704153001,0.20891,0.172274,0.352584
